"OPEN 6.1.3"
"Wed May 30 2012 14:18:41"
<open><version>"6.1.3"</version></open>
<open><configfile>"/User/Configs/UserPrefs/LED2x3RedBlueLight.xml"</configfile></open>
<open><light><source>"6400-02 or -02B LED Source"</source><par_in>1 <sensor>"SI-1639"<cal>-0.77<actinity>1.00</actinity><transm>1.00</transm></cal></sensor><transm>1 </transm></par_in><par_out>1 <sensor>"Q33436"<cal>6.31 </cal></sensor></par_out></light></open>
<open><comps><file>"/User/Configs/Comps/StdComps_6.1"<header>""</header><extras></extras></file><energybal>no<f_parIn>1 </f_parIn><f_parOut>0 </f_parOut><alphaK>0.16</alphaK></energybal><bc_total>2.840<stomatal_ratio>1</stomatal_ratio><bc_oneside>1.420<type>2 </type><table>"/Sys/Lib/StdBLCTable"</table><area>6</area><slope>-0.219565 </slope><offset>2.73739 </offset><fan>5 </fan></bc_oneside></bc_total></comps></open>
<open><prompts><onlog>off</onlog><items>"Default (none)"</items></prompts></open>
<open><constants><oxygen>21 %</oxygen><bb_vapor>1.5 </bb_vapor><bb_oxy>0.9 </bb_oxy></constants></open>
<open><stability><items>"Std Stability"<items[1]><id>-2 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[1]><items[2]><id>-5 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[2]><items[3]><id>-7 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[3]></items></stability></open>
<open><log><format>"StdLogFmt_6.0"<items>{ -35  -21  -36  -76  30  23  36  21  25  221  -33  111  -34  11  -9  -10  -8  -1  -2  -4  -5  -14  -15  -7  -12  -13  -11  -65  -66  -72  -18  -19  -77  -78  -79  -23   }<hdr>{  }</hdr></items></format><options><beep>on</beep><hdr>normal</hdr><rem>normal</rem><stab>no</stab><stats>no<period>15 </period></stats><excel>yes</excel><comm>no</comm></options><datafile>"/User/Soybean Flame 5"</datafile><button><action>"Normal Log"<code>" LogOneObsManual "</code></action></button><autoprog>"/User/Configs/AutoProgs/AutoLog"<active>no</active></autoprog></log></open>
<open><a2d><avgtime>4.0 secs</avgtime><userchans><ch20>"Off"</ch20><ch21>"Off"</ch21><ch22>"Off"</ch22><ch23>"Off"</ch23></userchans></a2d></open>
<open><matching><type>0 </type><disp>'a'</disp><settings><CO2Limit>10.0</CO2Limit><H2OLimit>1.0</H2OLimit><MaxAutoTime>60 </MaxAutoTime></settings></matching></open>
<li6400><factory><unit>"PSC-1531"</unit><serviced>"17 Mar 2008"</serviced><fuseaware>0 </fuseaware><co2mixer>yes</co2mixer><co2><coeffs>{ 0  0.212961  2.18957e-05  2.03557e-08  -3.27905e-12  2.96532e-16   }</coeffs><dvdt>-2.8 </dvdt></co2><h2o><coeffs>{ 0  0.00570481  2.37696e-06  -9.64073e-12   }</coeffs><dvdt>-3.4 </dvdt></h2o><flow>{ 0  0.3709   }</flow><press>{ 89.632  0.00549   }</press></factory></li6400>
<li6400><user><flow_zero>361.2</flow_zero><irga_zero><co2>166.1 -536.2<at>20.1707 </at></co2><h2o>-68.0 -29.0<at>19.9597 </at></h2o></irga_zero><irga_span><co2>{ 1.015  1.011   }</co2><h2o>{ 0.983  1.007   }</h2o></irga_span><irga_match><co2>{ -0.216251  3.10265   }</co2><h2o>{ -0.0165113  0.0262227   }</h2o></irga_match><co2_mixer><pump_mv>4500 </pump_mv><ppm>{ 2602.61  1196.44  462.85  281.056  133.986  83.6553  59.7096  49.6288   }</ppm><mv>{ 5000  3000  1500  1000  500  300  200  100   }</mv></co2_mixer><parin_offset>-0.271479 </parin_offset><led_cal><unit>"unknown"</unit><mv>{ 50  100  1000  3000  5000   }</mv><qntm>{ 3  45  555  1500  2500   }</qntm></led_cal><lcf_cal><unit>"LCF-1272"</unit><red><mv>{ 50  100  200  400  800  1500   }</mv><qntm>{ 71.4426  158.085  336.061  704.114  1454.21  2759.68   }</qntm></red><blue><mv>{ 100  500  1000  2000  3000  4000  5000   }</mv><qntm>{ 6.26287  41.8594  74.626  136.115  189.855  236.274  278.599   }</qntm></blue></lcf_cal></user></li6400>
"14:19:04 20120530 P3"
$STARTOFDATA$
"Obs"	"HHMMSS"	"FTime"	"EBal?"	"Photo"	"Cond"	"Ci"	"Trmmol"	"VpdL"	"CTleaf"	"Area"	"BLC_1"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"CsMch"	"HsMch"	"StableF"	"BLCslope"	"BLCoffst"	"f_parin"	"f_parout"	"alphaK"	"Status"
814	"14:53:18"	2091.5	0	17.9	0.237	518	2.86	1.06	24.80	6	1.42	1	2.84	25.22	24.80	25.07	699.69	660.07	19.222	24.792	50.08	64.59	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
815	"14:53:20"	2094.0	0	17.9	0.236	518	2.85	1.06	24.80	6	1.42	1	2.84	25.22	24.80	25.07	699.72	660.12	19.223	24.776	50.09	64.56	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
816	"14:53:23"	2096.5	0	17.8	0.235	518	2.84	1.06	24.80	6	1.42	1	2.84	25.22	24.80	25.07	699.55	660.23	19.221	24.762	50.08	64.52	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
817	"14:53:25"	2099.0	0	17.9	0.233	517	2.83	1.07	24.81	6	1.42	1	2.84	25.22	24.81	25.07	699.59	660.15	19.221	24.740	50.08	64.46	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
818	"14:53:28"	2101.5	0	17.9	0.232	516	2.82	1.07	24.81	6	1.42	1	2.84	25.22	24.81	25.07	699.72	660.24	19.222	24.715	50.08	64.40	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
819	"14:53:30"	2104.0	0	17.9	0.231	516	2.81	1.07	24.82	6	1.42	1	2.84	25.22	24.82	25.07	699.70	660.28	19.222	24.705	50.09	64.37	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
820	"14:53:33"	2106.5	0	17.9	0.229	514	2.8	1.07	24.82	6	1.42	1	2.84	25.22	24.82	25.07	699.59	660.09	19.224	24.677	50.09	64.30	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
821	"14:53:35"	2109.0	0	17.9	0.227	513	2.78	1.08	24.82	6	1.42	1	2.84	25.22	24.82	25.07	699.76	660.24	19.225	24.650	50.10	64.24	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
822	"14:53:38"	2111.5	0	17.9	0.226	512	2.78	1.08	24.82	6	1.42	1	2.84	25.22	24.82	25.07	699.89	660.35	19.222	24.635	50.09	64.20	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
823	"14:53:40"	2114.0	0	17.9	0.224	511	2.77	1.08	24.83	6	1.42	1	2.84	25.22	24.83	25.07	699.84	660.34	19.221	24.614	50.09	64.14	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
824	"14:53:43"	2116.5	0	17.9	0.222	510	2.75	1.09	24.84	6	1.42	1	2.84	25.22	24.84	25.07	699.85	660.38	19.221	24.586	50.09	64.07	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
825	"14:53:45"	2119.0	0	17.8	0.221	510	2.74	1.09	24.84	6	1.42	1	2.84	25.22	24.84	25.07	699.73	660.46	19.222	24.567	50.09	64.02	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
826	"14:53:48"	2121.5	0	17.7	0.219	510	2.72	1.09	24.85	6	1.42	1	2.84	25.22	24.85	25.07	699.57	660.52	19.221	24.535	50.09	63.94	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
827	"14:53:50"	2124.0	0	17.9	0.217	507	2.71	1.1	24.86	6	1.42	1	2.84	25.22	24.86	25.07	699.70	660.42	19.223	24.509	50.09	63.87	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
828	"14:53:53"	2126.5	0	17.9	0.214	506	2.69	1.1	24.86	6	1.42	1	2.84	25.21	24.86	25.07	699.92	660.51	19.222	24.477	50.10	63.79	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
829	"14:53:55"	2129.0	0	17.8	0.212	506	2.68	1.1	24.87	6	1.42	1	2.84	25.21	24.87	25.07	699.56	660.52	19.220	24.443	50.09	63.71	300.1	500	1	83.94	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
830	"14:53:58"	2131.5	0	17.7	0.21	504	2.66	1.11	24.87	6	1.42	1	2.84	25.21	24.87	25.07	699.47	660.48	19.220	24.409	50.09	63.62	300.1	500	0	83.94	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
831	"14:54:00"	2134.0	0	17.9	0.208	502	2.65	1.11	24.88	6	1.42	1	2.84	25.21	24.88	25.07	699.73	660.48	19.215	24.383	50.08	63.55	300.1	500	0	83.94	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
832	"14:54:02"	2136.5	0	17.8	0.207	502	2.64	1.11	24.88	6	1.42	1	2.84	25.21	24.88	25.07	699.67	660.62	19.212	24.355	50.08	63.48	300.1	500	0	83.94	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
833	"14:54:05"	2139.0	0	17.7	0.204	501	2.62	1.12	24.90	6	1.42	1	2.84	25.21	24.90	25.07	699.64	660.82	19.214	24.319	50.08	63.39	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
834	"14:54:07"	2141.5	0	17.8	0.202	499	2.6	1.12	24.90	6	1.42	1	2.84	25.21	24.90	25.07	699.64	660.70	19.213	24.285	50.08	63.30	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
835	"14:54:10"	2144.0	0	17.6	0.2	498	2.58	1.13	24.91	6	1.42	1	2.84	25.21	24.91	25.07	699.47	660.83	19.215	24.254	50.08	63.22	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
836	"14:54:12"	2146.5	0	17.7	0.197	496	2.56	1.13	24.92	6	1.42	1	2.84	25.21	24.92	25.07	699.49	660.75	19.214	24.219	50.08	63.13	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
837	"14:54:15"	2149.0	0	17.7	0.194	493	2.54	1.14	24.92	6	1.42	1	2.84	25.21	24.92	25.07	699.61	660.78	19.214	24.170	50.08	63.00	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
838	"14:54:17"	2151.5	0	17.7	0.192	492	2.52	1.14	24.93	6	1.42	1	2.84	25.21	24.93	25.07	699.65	660.95	19.215	24.136	50.08	62.91	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
839	"14:54:20"	2154.0	0	17.6	0.19	491	2.51	1.15	24.94	6	1.42	1	2.84	25.21	24.94	25.07	699.53	661.01	19.213	24.105	50.08	62.83	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
840	"14:54:22"	2156.5	0	17.4	0.188	492	2.49	1.15	24.95	6	1.42	1	2.84	25.21	24.95	25.07	699.22	661.16	19.210	24.068	50.08	62.74	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
841	"14:54:25"	2159.0	0	17.4	0.185	489	2.46	1.16	24.96	6	1.42	1	2.84	25.21	24.96	25.07	699.11	661.11	19.211	24.020	50.08	62.62	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
842	"14:54:27"	2161.5	0	17.6	0.182	485	2.44	1.16	24.97	6	1.42	1	2.84	25.21	24.97	25.07	699.37	661.05	19.212	23.978	50.09	62.51	300.1	500	0	83.94	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
843	"14:54:30"	2164.0	0	17.6	0.18	484	2.43	1.16	24.97	6	1.42	1	2.84	25.21	24.97	25.07	699.48	661.16	19.212	23.950	50.08	62.43	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
844	"14:54:32"	2166.5	0	17.5	0.178	483	2.41	1.17	24.98	6	1.42	1	2.84	25.21	24.98	25.07	699.47	661.34	19.210	23.908	50.08	62.33	300.1	500	0	83.93	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
845	"14:54:35"	2169.0	0	17.6	0.176	480	2.39	1.17	24.99	6	1.42	1	2.84	25.21	24.99	25.07	699.68	661.43	19.210	23.871	50.08	62.23	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
846	"14:54:37"	2171.5	0	17.5	0.172	478	2.36	1.18	25.00	6	1.42	1	2.84	25.21	25.00	25.07	699.54	661.45	19.214	23.820	50.09	62.10	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
847	"14:54:40"	2174.0	0	17.3	0.17	477	2.34	1.19	25.01	6	1.42	1	2.84	25.21	25.01	25.07	699.34	661.60	19.209	23.774	50.08	61.98	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
848	"14:54:42"	2176.5	0	17.2	0.168	476	2.32	1.19	25.02	6	1.42	1	2.84	25.21	25.02	25.07	699.27	661.82	19.206	23.731	50.07	61.87	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
849	"14:54:44"	2178.5	0	17.2	0.166	474	2.3	1.19	25.03	6	1.42	1	2.84	25.21	25.03	25.07	699.31	661.83	19.208	23.706	50.08	61.81	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
850	"14:54:47"	2181.0	0	17.2	0.163	472	2.28	1.2	25.04	6	1.42	1	2.84	25.21	25.04	25.07	699.24	661.86	19.203	23.652	50.07	61.67	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
851	"14:54:49"	2183.5	0	17.1	0.161	471	2.26	1.21	25.05	6	1.42	1	2.84	25.21	25.05	25.07	699.24	662.12	19.201	23.613	50.07	61.57	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
852	"14:54:52"	2186.0	0	17.1	0.159	468	2.24	1.21	25.05	6	1.42	1	2.84	25.21	25.05	25.07	699.22	662.14	19.202	23.569	50.07	61.45	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
853	"14:54:54"	2188.5	0	17.1	0.155	465	2.21	1.22	25.07	6	1.42	1	2.84	25.21	25.07	25.07	699.32	662.24	19.205	23.514	50.07	61.31	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
854	"14:54:57"	2191.0	0	17	0.153	462	2.19	1.22	25.08	6	1.42	1	2.84	25.21	25.08	25.07	699.37	662.39	19.203	23.470	50.07	61.20	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
855	"14:54:59"	2193.5	0	16.9	0.151	461	2.16	1.23	25.09	6	1.42	1	2.84	25.21	25.09	25.07	699.28	662.56	19.204	23.428	50.07	61.09	300.1	500	1	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
856	"14:55:02"	2196.0	0	17	0.148	458	2.14	1.24	25.10	6	1.42	1	2.84	25.21	25.10	25.07	699.34	662.54	19.204	23.384	50.08	60.98	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
857	"14:55:04"	2198.5	0	16.9	0.146	455	2.12	1.24	25.11	6	1.42	1	2.84	25.21	25.11	25.07	699.46	662.80	19.199	23.333	50.06	60.84	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
858	"14:55:07"	2201.0	0	16.9	0.143	453	2.09	1.25	25.12	6	1.42	1	2.84	25.21	25.12	25.07	699.52	663.01	19.199	23.284	50.06	60.71	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
859	"14:55:09"	2203.5	0	16.8	0.141	451	2.07	1.25	25.13	6	1.42	1	2.84	25.21	25.13	25.07	699.55	663.23	19.200	23.240	50.06	60.59	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
860	"14:55:12"	2206.0	0	16.7	0.138	449	2.04	1.26	25.14	6	1.42	1	2.84	25.21	25.14	25.07	699.51	663.45	19.206	23.194	50.08	60.47	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
861	"14:55:14"	2208.5	0	16.6	0.136	446	2.02	1.27	25.15	6	1.42	1	2.84	25.21	25.15	25.07	699.58	663.64	19.202	23.151	50.07	60.37	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
862	"14:55:17"	2211.0	0	16.5	0.134	445	2	1.27	25.16	6	1.42	1	2.84	25.21	25.16	25.07	699.45	663.78	19.205	23.106	50.08	60.25	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
863	"14:55:19"	2213.5	0	16.4	0.131	442	1.97	1.28	25.18	6	1.42	1	2.84	25.21	25.18	25.07	699.37	664.01	19.209	23.052	50.09	60.11	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
864	"14:55:22"	2216.0	0	16.2	0.129	442	1.95	1.28	25.19	6	1.42	1	2.84	25.21	25.19	25.07	699.38	664.32	19.203	23.016	50.07	60.01	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
865	"14:55:24"	2218.5	0	16.2	0.127	439	1.93	1.29	25.20	6	1.42	1	2.84	25.21	25.20	25.07	699.41	664.51	19.195	22.969	50.05	59.89	300.1	500	1	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
866	"14:55:27"	2221.0	0	16.2	0.125	436	1.91	1.3	25.21	6	1.42	1	2.84	25.21	25.21	25.07	699.48	664.63	19.198	22.923	50.06	59.77	300.1	500	1	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
867	"14:55:29"	2223.5	0	16.1	0.123	434	1.89	1.3	25.22	6	1.42	1	2.84	25.21	25.22	25.07	699.46	664.84	19.201	22.886	50.06	59.67	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
868	"14:55:32"	2226.0	0	15.9	0.12	432	1.86	1.31	25.24	6	1.42	1	2.84	25.21	25.24	25.07	699.37	665.10	19.203	22.833	50.07	59.53	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
869	"14:55:34"	2228.5	0	15.8	0.118	430	1.83	1.31	25.24	6	1.42	1	2.84	25.21	25.24	25.07	699.23	665.19	19.204	22.788	50.07	59.41	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
870	"14:55:37"	2231.0	0	15.7	0.116	428	1.81	1.32	25.26	6	1.42	1	2.84	25.21	25.26	25.07	699.33	665.51	19.200	22.746	50.05	59.30	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
871	"14:55:39"	2233.5	0	15.6	0.114	426	1.79	1.33	25.27	6	1.42	1	2.84	25.21	25.27	25.07	699.44	665.79	19.195	22.700	50.04	59.18	300.1	500	0	83.92	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
872	"14:55:42"	2236.0	0	15.5	0.113	424	1.77	1.33	25.28	6	1.42	1	2.84	25.21	25.28	25.07	699.47	666.06	19.202	22.664	50.06	59.08	300.1	500	0	83.92	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
873	"14:55:44"	2238.5	0	15.4	0.11	421	1.75	1.34	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.42	666.25	19.202	22.615	50.06	58.95	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
874	"14:55:47"	2241.0	0	15.3	0.108	420	1.72	1.34	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.31	666.47	19.202	22.571	50.06	58.84	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
875	"14:55:49"	2243.5	0	15.1	0.106	418	1.7	1.35	25.31	6	1.42	1	2.84	25.21	25.31	25.07	699.25	666.70	19.203	22.527	50.06	58.73	300.1	500	1	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
876	"14:55:52"	2246.0	0	15.1	0.105	415	1.68	1.35	25.32	6	1.42	1	2.84	25.21	25.32	25.07	699.36	666.90	19.201	22.488	50.06	58.62	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
877	"14:55:54"	2248.5	0	15	0.103	412	1.66	1.36	25.33	6	1.42	1	2.84	25.21	25.33	25.07	699.45	667.18	19.204	22.444	50.06	58.51	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
878	"14:55:57"	2251.0	0	14.9	0.101	410	1.64	1.37	25.34	6	1.42	1	2.84	25.21	25.34	25.07	699.37	667.34	19.198	22.400	50.05	58.40	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
879	"14:55:59"	2253.5	0	14.7	0.0995	409	1.62	1.37	25.35	6	1.42	1	2.84	25.21	25.35	25.07	699.38	667.77	19.200	22.365	50.05	58.30	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
880	"14:56:02"	2256.0	0	14.6	0.0975	407	1.6	1.38	25.36	6	1.42	1	2.84	25.21	25.36	25.07	699.41	668.09	19.197	22.315	50.04	58.17	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
881	"14:56:04"	2258.5	0	14.5	0.0959	405	1.58	1.38	25.38	6	1.42	1	2.84	25.21	25.38	25.07	699.31	668.26	19.195	22.275	50.04	58.06	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
882	"14:56:07"	2261.0	0	14.4	0.0944	404	1.56	1.39	25.39	6	1.42	1	2.84	25.21	25.39	25.07	699.31	668.50	19.191	22.238	50.02	57.97	300.1	500	0	83.93	3.1	0.0262	0.3	-0.22	2.74	1.00	0.00	0.16	111115
883	"14:56:09"	2263.5	0	14.3	0.0928	401	1.54	1.39	25.39	6	1.42	1	2.84	25.21	25.39	25.07	699.28	668.70	19.197	22.202	50.04	57.87	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
884	"14:56:12"	2266.0	0	14.2	0.0913	399	1.52	1.4	25.40	6	1.42	1	2.84	25.21	25.40	25.07	699.32	668.97	19.202	22.170	50.05	57.79	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
885	"14:56:14"	2268.5	0	14	0.0899	398	1.5	1.4	25.41	6	1.42	1	2.84	25.21	25.41	25.07	699.29	669.21	19.198	22.133	50.04	57.69	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
886	"14:56:17"	2271.0	0	13.9	0.0884	396	1.48	1.41	25.42	6	1.42	1	2.84	25.21	25.42	25.07	699.27	669.40	19.202	22.099	50.05	57.60	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
887	"14:56:19"	2273.5	0	13.9	0.0869	392	1.46	1.41	25.43	6	1.42	1	2.84	25.21	25.43	25.07	699.33	669.57	19.202	22.059	50.05	57.50	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
888	"14:56:22"	2276.0	0	13.8	0.0855	391	1.44	1.42	25.44	6	1.42	1	2.84	25.21	25.44	25.07	699.39	669.89	19.200	22.025	50.04	57.40	300.1	500	0	83.93	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
889	"14:56:24"	2278.5	0	13.6	0.0841	390	1.43	1.42	25.45	6	1.42	1	2.84	25.21	25.45	25.07	699.48	670.31	19.196	21.985	50.03	57.30	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
890	"14:56:27"	2281.0	0	13.6	0.0832	389	1.41	1.42	25.46	6	1.42	1	2.84	25.21	25.46	25.07	699.55	670.55	19.197	21.964	50.03	57.24	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
891	"14:56:29"	2283.5	0	13.4	0.0819	388	1.4	1.43	25.47	6	1.42	1	2.84	25.21	25.47	25.07	699.46	670.84	19.193	21.928	50.02	57.15	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
892	"14:56:32"	2286.0	0	13.1	0.0808	391	1.38	1.43	25.48	6	1.42	1	2.84	25.21	25.48	25.07	699.30	671.25	19.192	21.898	50.01	57.07	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
893	"14:56:34"	2288.5	0	13.1	0.0797	388	1.37	1.44	25.49	6	1.42	1	2.84	25.21	25.49	25.07	699.36	671.38	19.193	21.871	50.02	56.99	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
894	"14:56:37"	2291.0	0	13.1	0.0782	383	1.35	1.44	25.49	6	1.42	1	2.84	25.21	25.49	25.07	699.53	671.56	19.193	21.831	50.02	56.89	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
895	"14:56:39"	2293.5	0	12.8	0.077	384	1.33	1.45	25.50	6	1.42	1	2.84	25.21	25.50	25.07	699.50	672.03	19.196	21.802	50.02	56.81	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
896	"14:56:42"	2296.0	0	12.7	0.0758	383	1.31	1.45	25.50	6	1.42	1	2.84	25.21	25.50	25.07	699.36	672.23	19.200	21.772	50.03	56.73	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
897	"14:56:44"	2298.5	0	12.6	0.0748	383	1.3	1.45	25.51	6	1.42	1	2.84	25.21	25.51	25.07	699.34	672.48	19.196	21.742	50.02	56.66	300.1	500	0	83.92	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
