"OPEN 6.1.3"
"Wed May 30 2012 14:18:41"
<open><version>"6.1.3"</version></open>
<open><configfile>"/User/Configs/UserPrefs/LED2x3RedBlueLight.xml"</configfile></open>
<open><light><source>"6400-02 or -02B LED Source"</source><par_in>1 <sensor>"SI-1639"<cal>-0.77<actinity>1.00</actinity><transm>1.00</transm></cal></sensor><transm>1 </transm></par_in><par_out>1 <sensor>"Q33436"<cal>6.31 </cal></sensor></par_out></light></open>
<open><comps><file>"/User/Configs/Comps/StdComps_6.1"<header>""</header><extras></extras></file><energybal>no<f_parIn>1 </f_parIn><f_parOut>0 </f_parOut><alphaK>0.16</alphaK></energybal><bc_total>2.840<stomatal_ratio>1</stomatal_ratio><bc_oneside>1.420<type>2 </type><table>"/Sys/Lib/StdBLCTable"</table><area>6</area><slope>-0.219565 </slope><offset>2.73739 </offset><fan>5 </fan></bc_oneside></bc_total></comps></open>
<open><prompts><onlog>off</onlog><items>"Default (none)"</items></prompts></open>
<open><constants><oxygen>21 %</oxygen><bb_vapor>1.5 </bb_vapor><bb_oxy>0.9 </bb_oxy></constants></open>
<open><stability><items>"Std Stability"<items[1]><id>-2 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[1]><items[2]><id>-5 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[2]><items[3]><id>-7 </id><size>15 </size><pcv><onoff>0 </onoff><value>1 </value></pcv><std><onoff>0 </onoff><value>1 </value></std><slp><onoff>1 </onoff><value>1 </value></slp></items[3]></items></stability></open>
<open><log><format>"StdLogFmt_6.0"<items>{ -35  -21  -36  -76  30  23  36  21  25  221  -33  111  -34  11  -9  -10  -8  -1  -2  -4  -5  -14  -15  -7  -12  -13  -11  -65  -66  -72  -18  -19  -77  -78  -79  -23   }<hdr>{  }</hdr></items></format><options><beep>on</beep><hdr>normal</hdr><rem>normal</rem><stab>no</stab><stats>no<period>15 </period></stats><excel>yes</excel><comm>no</comm></options><datafile>"/User/Soybean Flame 5"</datafile><button><action>"Normal Log"<code>" LogOneObsManual "</code></action></button><autoprog>"/User/Configs/AutoProgs/AutoLog"<active>no</active></autoprog></log></open>
<open><a2d><avgtime>4.0 secs</avgtime><userchans><ch20>"Off"</ch20><ch21>"Off"</ch21><ch22>"Off"</ch22><ch23>"Off"</ch23></userchans></a2d></open>
<open><matching><type>0 </type><disp>'a'</disp><settings><CO2Limit>10.0</CO2Limit><H2OLimit>1.0</H2OLimit><MaxAutoTime>60 </MaxAutoTime></settings></matching></open>
<li6400><factory><unit>"PSC-1531"</unit><serviced>"17 Mar 2008"</serviced><fuseaware>0 </fuseaware><co2mixer>yes</co2mixer><co2><coeffs>{ 0  0.212961  2.18957e-05  2.03557e-08  -3.27905e-12  2.96532e-16   }</coeffs><dvdt>-2.8 </dvdt></co2><h2o><coeffs>{ 0  0.00570481  2.37696e-06  -9.64073e-12   }</coeffs><dvdt>-3.4 </dvdt></h2o><flow>{ 0  0.3709   }</flow><press>{ 89.632  0.00549   }</press></factory></li6400>
<li6400><user><flow_zero>361.2</flow_zero><irga_zero><co2>166.1 -536.2<at>20.1707 </at></co2><h2o>-68.0 -29.0<at>19.9597 </at></h2o></irga_zero><irga_span><co2>{ 1.015  1.011   }</co2><h2o>{ 0.983  1.007   }</h2o></irga_span><irga_match><co2>{ -0.216251  3.10265   }</co2><h2o>{ -0.0165113  0.0262227   }</h2o></irga_match><co2_mixer><pump_mv>4500 </pump_mv><ppm>{ 2602.61  1196.44  462.85  281.056  133.986  83.6553  59.7096  49.6288   }</ppm><mv>{ 5000  3000  1500  1000  500  300  200  100   }</mv></co2_mixer><parin_offset>-0.271479 </parin_offset><led_cal><unit>"unknown"</unit><mv>{ 50  100  1000  3000  5000   }</mv><qntm>{ 3  45  555  1500  2500   }</qntm></led_cal><lcf_cal><unit>"LCF-1272"</unit><red><mv>{ 50  100  200  400  800  1500   }</mv><qntm>{ 71.4426  158.085  336.061  704.114  1454.21  2759.68   }</qntm></red><blue><mv>{ 100  500  1000  2000  3000  4000  5000   }</mv><qntm>{ 6.26287  41.8594  74.626  136.115  189.855  236.274  278.599   }</qntm></blue></lcf_cal></user></li6400>
"14:19:04 20120530 P3"
$STARTOFDATA$
"Obs"	"HHMMSS"	"FTime"	"EBal?"	"Photo"	"Cond"	"Ci"	"Trmmol"	"VpdL"	"CTleaf"	"Area"	"BLC_1"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"CsMch"	"HsMch"	"StableF"	"BLCslope"	"BLCoffst"	"f_parin"	"f_parout"	"alphaK"	"Status"
287	"14:31:26"	779.5	0	18.4	0.0803	272	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.35	660.74	19.265	21.889	50.23	57.07	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
288	"14:31:29"	782.0	0	18.4	0.0799	271	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.36	660.83	19.264	21.878	50.22	57.04	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
289	"14:31:31"	784.5	0	18.5	0.0801	270	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.46	660.72	19.268	21.886	50.23	57.06	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
290	"14:31:34"	787.0	0	18.4	0.0805	273	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.39	660.78	19.263	21.892	50.22	57.07	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
291	"14:31:36"	789.5	0	18.5	0.0805	272	1.34	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.42	660.73	19.261	21.890	50.22	57.07	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
292	"14:31:39"	792.0	0	18.5	0.0802	270	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.45	660.66	19.265	21.888	50.23	57.06	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
293	"14:31:41"	794.5	0	18.5	0.0805	271	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.46	660.68	19.264	21.895	50.22	57.08	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
294	"14:31:44"	797.0	0	18.4	0.0806	273	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.25	660.62	19.267	21.898	50.23	57.09	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
295	"14:31:46"	799.5	0	18.5	0.0806	272	1.34	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.31	660.62	19.268	21.898	50.24	57.09	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
296	"14:31:49"	802.0	0	18.5	0.0806	272	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.40	660.70	19.266	21.899	50.23	57.09	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
297	"14:31:51"	804.5	0	18.5	0.0807	272	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.40	660.59	19.260	21.897	50.22	57.09	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
298	"14:31:54"	807.0	0	18.5	0.0811	273	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.41	660.56	19.257	21.906	50.21	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
299	"14:31:56"	809.5	0	18.5	0.081	274	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.34	660.65	19.267	21.910	50.23	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
300	"14:31:59"	812.0	0	18.4	0.0811	275	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.25	660.63	19.264	21.910	50.23	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
301	"14:32:01"	814.5	0	18.5	0.0811	274	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.26	660.52	19.261	21.906	50.22	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
302	"14:32:04"	817.0	0	18.6	0.0808	271	1.35	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.40	660.49	19.267	21.905	50.23	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
303	"14:32:06"	819.5	0	18.6	0.081	270	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.45	660.40	19.262	21.905	50.22	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
304	"14:32:09"	822.0	0	18.6	0.0809	272	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.29	660.41	19.260	21.903	50.21	57.10	300.1	500	0	83.95	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
305	"14:32:11"	824.5	0	18.5	0.0809	273	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.27	660.50	19.264	21.904	50.23	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
306	"14:32:14"	827.0	0	18.5	0.0808	273	1.35	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.21	660.45	19.268	21.905	50.24	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
307	"14:32:16"	829.5	0	18.5	0.081	274	1.35	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.27	660.55	19.266	21.908	50.23	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
308	"14:32:19"	832.0	0	18.5	0.081	274	1.35	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.25	660.53	19.268	21.908	50.23	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
309	"14:32:21"	834.5	0	18.6	0.0812	272	1.35	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.35	660.37	19.257	21.905	50.21	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
310	"14:32:24"	837.0	0	18.6	0.0814	273	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.36	660.40	19.250	21.904	50.19	57.11	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
311	"14:32:26"	839.5	0	18.6	0.0818	276	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.23	660.32	19.250	21.917	50.19	57.14	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
312	"14:32:29"	842.0	0	18.5	0.0817	276	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.24	660.45	19.258	21.920	50.21	57.15	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
313	"14:32:31"	844.5	0	18.4	0.0815	278	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.06	660.51	19.261	21.916	50.22	57.14	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
314	"14:32:34"	847.0	0	18.5	0.0813	274	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.13	660.31	19.260	21.911	50.22	57.13	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
315	"14:32:36"	849.5	0	18.8	0.0813	269	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.52	660.24	19.257	21.908	50.21	57.12	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
316	"14:32:39"	852.0	0	18.7	0.0817	272	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.51	660.28	19.253	21.916	50.20	57.14	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
317	"14:32:41"	854.5	0	18.6	0.0819	276	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.26	660.35	19.254	21.924	50.20	57.16	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
318	"14:32:44"	857.0	0	18.5	0.0815	276	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.08	699.23	660.47	19.258	21.914	50.21	57.13	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
319	"14:32:46"	859.5	0	18.7	0.0813	271	1.36	1.4	25.29	6	1.42	1	2.84	25.21	25.29	25.07	699.47	660.30	19.256	21.908	50.20	57.12	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
320	"14:32:49"	862.0	0	18.7	0.0813	270	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.53	660.30	19.256	21.907	50.20	57.12	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
321	"14:32:51"	864.5	0	18.6	0.0816	275	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.38	660.46	19.262	21.921	50.22	57.15	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
322	"14:32:54"	867.0	0	18.6	0.0817	275	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.30	660.40	19.259	21.923	50.21	57.15	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
323	"14:32:56"	869.5	0	18.6	0.0815	274	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.31	660.38	19.264	21.922	50.22	57.15	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
324	"14:32:58"	871.5	0	18.6	0.0813	273	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.35	660.35	19.267	21.919	50.23	57.14	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
325	"14:33:01"	874.0	0	18.6	0.0814	273	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.42	660.44	19.264	21.918	50.22	57.14	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
326	"14:33:03"	876.5	0	18.5	0.0815	275	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.24	660.38	19.265	21.923	50.22	57.15	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
327	"14:33:06"	879.0	0	18.6	0.082	275	1.37	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.27	660.24	19.261	21.931	50.21	57.17	300.0	500	1	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
328	"14:33:08"	881.5	0	18.6	0.0817	274	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.30	660.30	19.263	21.926	50.22	57.16	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
329	"14:33:11"	884.0	0	18.5	0.0817	275	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.06	660.20	19.262	21.924	50.22	57.16	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
330	"14:33:13"	886.5	0	18.7	0.0818	274	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.34	660.24	19.262	21.929	50.22	57.17	300.1	500	0	83.95	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
331	"14:33:16"	889.0	0	18.8	0.0819	272	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.70	660.32	19.265	21.934	50.22	57.18	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
332	"14:33:18"	891.5	0	18.7	0.082	275	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.52	660.40	19.264	21.936	50.22	57.18	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
333	"14:33:21"	894.0	0	18.5	0.082	277	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.21	660.39	19.267	21.937	50.22	57.19	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
334	"14:33:23"	896.5	0	18.6	0.0822	276	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.37	660.30	19.264	21.942	50.22	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
335	"14:33:26"	899.0	0	18.6	0.082	275	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.30	660.22	19.266	21.939	50.22	57.19	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
336	"14:33:28"	901.5	0	18.7	0.0822	275	1.37	1.4	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.29	660.15	19.265	21.942	50.22	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
337	"14:33:31"	904.0	0	18.6	0.0823	276	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.24	660.15	19.262	21.942	50.21	57.20	300.1	500	0	83.96	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
338	"14:33:33"	906.5	0	18.7	0.0822	274	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.38	660.10	19.261	21.939	50.21	57.19	300.1	500	0	83.95	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
339	"14:33:36"	909.0	0	18.9	0.0822	271	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.51	659.98	19.263	21.939	50.21	57.19	300.1	500	0	83.95	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
340	"14:33:38"	911.5	0	18.6	0.0822	276	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.37	660.32	19.263	21.941	50.22	57.20	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
341	"14:33:41"	914.0	0	18.7	0.0819	272	1.36	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.47	660.17	19.267	21.936	50.23	57.18	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
342	"14:33:43"	916.5	0	18.7	0.0822	274	1.37	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.43	660.20	19.267	21.944	50.22	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
343	"14:33:46"	919.0	0	18.7	0.0822	274	1.37	1.4	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.32	660.10	19.265	21.943	50.22	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
344	"14:33:48"	921.0	0	18.7	0.0823	274	1.37	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.39	660.11	19.267	21.945	50.23	57.21	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
345	"14:33:50"	923.5	0	18.7	0.082	273	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.35	660.13	19.269	21.941	50.23	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
346	"14:33:53"	926.0	0	18.7	0.0819	273	1.37	1.4	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.46	660.22	19.272	21.942	50.24	57.20	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
347	"14:33:55"	928.5	0	18.8	0.082	272	1.37	1.4	25.31	6	1.42	1	2.84	25.21	25.31	25.07	699.49	660.15	19.270	21.943	50.23	57.20	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
348	"14:33:58"	931.0	0	18.7	0.0826	276	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.48	660.21	19.262	21.951	50.21	57.22	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
349	"14:34:00"	933.5	0	18.7	0.0827	276	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.53	660.25	19.262	21.954	50.21	57.23	300.1	500	0	83.95	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
350	"14:34:03"	936.0	0	18.7	0.0825	277	1.37	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.50	660.38	19.270	21.954	50.23	57.23	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
351	"14:34:05"	938.5	0	18.7	0.0825	276	1.37	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.57	660.36	19.270	21.955	50.24	57.23	300.1	500	0	83.96	3.1	0.0262	0.7	-0.22	2.74	1.00	0.00	0.16	111115
352	"14:34:08"	941.0	0	18.8	0.0826	274	1.37	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.60	660.16	19.269	21.956	50.23	57.24	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
353	"14:34:10"	943.5	0	18.7	0.0825	275	1.37	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.47	660.19	19.267	21.952	50.22	57.22	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
354	"14:34:13"	946.0	0	18.7	0.0827	276	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.53	660.23	19.266	21.956	50.22	57.23	300.1	500	1	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
355	"14:34:15"	948.5	0	18.7	0.0827	277	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.51	660.32	19.265	21.955	50.22	57.23	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
356	"14:34:18"	951.0	0	18.6	0.0827	279	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.27	660.29	19.266	21.955	50.22	57.23	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
357	"14:34:20"	953.5	0	18.7	0.0832	278	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.40	660.12	19.265	21.967	50.22	57.27	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
358	"14:34:23"	956.0	0	18.7	0.083	277	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.36	660.06	19.263	21.960	50.22	57.25	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
359	"14:34:25"	958.5	0	18.6	0.083	280	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.19	660.19	19.267	21.964	50.23	57.26	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
360	"14:34:28"	961.0	0	18.7	0.0833	279	1.38	1.39	25.30	6	1.42	1	2.84	25.21	25.30	25.07	699.35	660.17	19.267	21.971	50.23	57.28	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
361	"14:34:30"	963.0	0	18.8	0.0831	277	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.48	660.15	19.268	21.969	50.23	57.27	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
362	"14:34:32"	965.5	0	18.7	0.0833	279	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.36	660.07	19.268	21.975	50.22	57.28	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
363	"14:34:35"	968.0	0	18.8	0.0825	274	1.37	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.44	660.07	19.267	21.950	50.22	57.21	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
364	"14:34:37"	970.5	0	18.8	0.0826	275	1.37	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.45	660.10	19.267	21.954	50.22	57.23	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
365	"14:34:40"	973.0	0	18.8	0.0833	277	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.39	659.98	19.262	21.969	50.21	57.27	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
366	"14:34:42"	975.5	0	18.8	0.0836	279	1.39	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.44	660.05	19.264	21.981	50.21	57.30	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
367	"14:34:45"	978.0	0	18.9	0.0834	276	1.39	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.53	660.00	19.266	21.976	50.22	57.28	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
368	"14:34:47"	980.5	0	18.8	0.0832	277	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.45	660.06	19.269	21.973	50.22	57.27	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
369	"14:34:50"	983.0	0	18.7	0.083	278	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.33	660.11	19.271	21.971	50.23	57.27	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
370	"14:34:52"	985.5	0	18.8	0.0833	276	1.38	1.39	25.30	6	1.42	1	2.84	25.22	25.30	25.07	699.43	659.92	19.270	21.977	50.23	57.28	300.1	500	0	83.96	3.1	0.0262	1.0	-0.22	2.74	1.00	0.00	0.16	111115
